conflict_group_id,occurrences,label_count,labels,label_counts,source_file_count,source_files
1,5,2,BENIGN | DDoS,BENIGN: 1 | DDoS: 4,2,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
259,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
260,3,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 2,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
261,2,2,BENIGN | DDoS,BENIGN: 1 | DDoS: 1,2,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv | Friday-WorkingHours-Morning.pcap_ISCX.csv
262,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
263,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
264,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
265,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
266,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
267,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
268,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
269,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
270,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
271,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
272,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
273,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
274,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
275,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
276,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
277,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
278,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
279,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
280,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
281,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
282,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
283,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
284,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
285,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
286,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
287,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
288,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
289,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
290,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
291,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
292,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
293,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
294,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
295,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
296,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
297,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
298,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
299,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
300,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
301,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
302,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
303,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
304,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
305,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
306,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
307,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
308,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
309,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
310,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
311,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
312,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
313,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
314,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
315,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
316,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
317,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
318,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
319,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
320,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
321,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
322,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
323,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
324,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
325,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
326,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
327,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
328,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
329,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
330,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
331,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
332,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
333,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
334,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
335,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
336,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
337,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
338,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
339,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
340,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
341,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
342,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
343,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
344,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
345,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
346,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
347,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
348,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
349,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
350,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
351,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
352,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
353,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
354,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
355,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
356,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
357,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
358,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
359,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
360,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
361,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
362,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
363,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
364,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
365,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
366,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
367,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
368,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
369,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
370,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
371,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
372,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
373,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
374,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
375,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
376,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
377,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
378,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
379,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
380,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
381,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
382,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
383,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
384,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
385,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
386,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
387,2,2,BENIGN | PortScan,BENIGN: 1 | PortScan: 1,2,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv | Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
